,Municipio,Latitud,Longitud,Categoria,Nombre del Lugar,Distancia (m),adress
3913,Zarzalejo,40.5392812,-4.1624845,13065,Coté Café,1772,"Calle del Venero, 6"
3914,Zarzalejo,40.5392812,-4.1624845,13065,Restaurante la Posada,1845,"Plaza Constitución, 2"
3915,Alcala de henares,40.4818396,-3.3644973,15014,Sanatorio Vallés,268,"Calle Santiago, 14"
3916,Alcala de henares,40.4818396,-3.3644973,15014,Hospital HM Vallés,290,"Calle Santiago, 14"
3917,Alcala de henares,40.4818396,-3.3644973,15014,Centro de Día Para Mayores Venecia,294,"Calle Carmen Descalzo, 14"
3918,Alcala de henares,40.4818396,-3.3644973,15014,Corporación Dermoestética,331,"Calle Pere Martell, 33"
3919,Alcala de henares,40.4818396,-3.3644973,15014,Centro de Salud María de Guzmán,1005,"Calle Juan de Borgoña, 0"
3920,Alcala de henares,40.4818396,-3.3644973,15014,Tricoderma Salud Natural,953,"Calle Arias Montano, 10"
3921,Alcobendas,40.5400082,-3.6358494,15014,Centro de Salud Valdelasfuentes,1720,"Dolores Ibárruri, 4"
3922,Alcobendas,40.5400082,-3.6358494,15014,Hospital Infanta Sofia,2927,"Avenida de Europa, 34"
3923,Alcobendas,40.5400082,-3.6358494,15014,Tres Culturas Visión 2004,1534,"Avenida Murcia, 3"
3924,Alcobendas,40.5400082,-3.6358494,15014,Centro de dia en Alcobendas Centrosactiva,1944,"Calle Isla de la Palma, 2"
3925,Alcorcon,40.3492998,-3.8284295,15014,Hospital Universitario Fundación Alcorcón,738,"Calle Budapest, 1"
3926,Alcorcon,40.3492998,-3.8284295,15014,Consultas Reprofiv,1844,"Calle Tablas de Daimiel, 2"
3927,Alcorcon,40.3492998,-3.8284295,15014,Hospital Sur,1900,"Calle Estambul, 30"
3928,Alpedrete,40.6599005,-4.0251223,15014,Hospital General de Villalba,2102,"Carretera de Alpedrete a Moralzarzal M-608, Km 41"
3929,Alpedrete,40.6599005,-4.0251223,15014,Consultorio Local Alpedrete,486,"Plaza de la Tauromaquia, 0"
3930,Aranjuez,40.03221,-3.6039604,15014,Hospital Psiquiatrico Sagrado Corazon de Jesus,1363,"Glorieta Tamarindo, 9"
3931,Aranjuez,40.03221,-3.6039604,15014,Hospital del Tajo,2893,
3932,Aranjuez,40.03221,-3.6039604,15014,Hospitalarias del Sagrado Corazon de Jesus Sanatorio San Miguel,1267,"Glorieta Tamarindo, 9"
3933,Arganda del rey,40.3007708,-3.4380688,15014,Hospital del Sureste Arganda del Rey,1663,
3934,Arganda del rey,40.3007708,-3.4380688,15014,Hospital del Sureste,1662,"Ronda del Sur, 10"
3935,Boadilla del monte,40.4053485,-3.8764663,15014,EGOM - Ginecología y Obstetricia,2863,"Avenida de Monteprícipe, 25"
3936,Boadilla del monte,40.4053485,-3.8764663,15014,Hospital Montepríncipe,2872,"Avenida Montepríncipe, 25"
3937,Boadilla del monte,40.4053485,-3.8764663,15014,Pereda Gestion,1800,"Avenida Cantabria Ciudad Grupo Santander, s/n"
3938,Boadilla del monte,40.4053485,-3.8764663,15014,Hospital Universitario de Madrid Monteprincipe,2871,"Avenida Montepríncipe, 25"
3939,Brunete,40.4050499,-3.9979912,15014,Hospital los Madroños,713,"Carretera M-501, Km 17"
3940,Brunete,40.4050499,-3.9979912,15014,Hospital los Madroños,53,"Carretera Alcorcón-Plasencia M-501, Km 1790"
3941,Brunete,40.4050499,-3.9979912,15014,Los Madroños,699,"Carretera San Martín de Valdeiglesias, 17, 9"
3942,Casarrubuelos,40.1707803,-3.8308526,15014,C.S. de Cubas de la Sagra,2280,"Calle Inmaculada, 19"
3943,Cercedilla,40.7412931,-4.0558002,15014,Hospital de la Fuenfría,2663,"Carretera las Dehesas, s/n"
3944,Ciempozuelos,40.1580087,-3.6205514,15014,Complejo Asistencial Benito Menni,254,"Calle de los Jardines, 1"
3945,Ciempozuelos,40.1580087,-3.6205514,15014,Centro San Juan de Dios,517,"Avenida San Juan de Dios, 1"
3946,Ciempozuelos,40.1580087,-3.6205514,15014,Escuela Universitaria de Enfermeria San Juan de Dios,533,"Avenida San Juan de Dios, 1"
3947,Collado villalba,40.6431496,-3.9930128,15014,Atenea Centro Psicoeducativo & Psicosalud,231,"Calle Fuente del Álamo, 16"
3948,Collado villalba,40.6431496,-3.9930128,15014,Hospital General de Villalba,1423,"Carretera de Alpedrete a Moralzarzal M-608, Km 41"
3949,Collado villalba,40.6431496,-3.9930128,15014,Centro de Salud Mental Virgen de la Cabeza,1862,"Virgen de la Cabeza, 28"
3950,Collado villalba,40.6431496,-3.9930128,15014,Idcsalud,1972,"Carretera de Alpedrete a Moralzarzal M 608, Km 41"
3951,Coslada,40.423802,-3.5552882,15014,ELM Equipamiento Hospitalario,611,Avenida España 23 Bis- l
3952,Coslada,40.423802,-3.5552882,15014,Hospital del Henares,1962,
3953,Coslada,40.423802,-3.5552882,15014,Hospital del Henares,1956,"Avenida Marie Curie, s/n"
3954,Coslada,40.423802,-3.5552882,15014,Ibermutuamur ASEPEYO HOSPITAL COSLADA - Centro Hospitalario,2441,"Calle de Joaquín de Cárdenas, 2"
3955,Coslada,40.423802,-3.5552882,15014,Hospital Asepeyo Coslada,2448,"Avenida de San Pablo, 31"
3956,Cubas de la sagra,40.1908352,-3.8378366,15014,C.S. de Cubas de la Sagra,69,"Calle Inmaculada, 19"
3957,El escorial,40.5890661,-4.147394873409854,15014,Centro de Terapias Naturales Alfa,722,"Calle Velazquez, 26"
3958,El escorial,40.5890661,-4.147394873409854,15014,Cruz Rojas,2278,"Carretera Guadarrama, s/n"
3959,Fuenlabrada,40.282476,-3.7923422,15014,Centro de Salud el Arroyo,717,"Calle Comunidad de Madrid, 3"
3960,Fuenlabrada,40.282476,-3.7923422,15014,Relief Fuenlabrada,1041,"Calle de Castilla la Nueva, 10"
3961,Fuenlabrada,40.282476,-3.7923422,15014,Hospital de Fuenlabrada,2063,"Camino del Molino, 2"
3962,Fuenlabrada,40.282476,-3.7923422,15014,Clinica de Varices J & D,312,"Dr Miguel Aguado 10, 2º"
3963,Fuenlabrada,40.282476,-3.7923422,15014,Aspandi,2174,"Calle Arquimedes, 6"
3964,Getafe,40.3070639,-3.7331808,15014,Vijmar G M P del Conductor,193,"Calle Madrid, 25"
3965,Getafe,40.3070639,-3.7331808,15014,Hospital Universitario de Getafe,998,"Carretera Toledo, Km 12,5"
3966,Getafe,40.3070639,-3.7331808,15014,Consulta de Obstetricia y Ginecologia,451,"Calle Madrid, 70"
3967,Guadarrama,40.6734454,-4.0893911,15014,Entrecosturas,48,"Calle la Calzada, 17"
3968,Guadarrama,40.6734454,-4.0893911,15014,Residencia Virgen de la Cabeza,318,"Paseo de la Alameda, 8"
3969,Guadarrama,40.6734454,-4.0893911,15014,Hospital de Guadarrama,511,"Paseo Molino del Rey, 2"
3970,Guadarrama,40.6734454,-4.0893911,15014,Casta Guadarrama,1840,"Avenida Garcia Barbon 60, Km 50"
3971,Guadarrama,40.6734454,-4.0893911,15014,Hospital de Guadarrama,178,"Alfonso Senra, s/n"
3972,Leganes,10.785528,122.5888137,15014,Metro Iloilo Hospital and Medical Center,2671,Metropolis Avenue
3973,Madrid,40.4167047,-3.7035825,15014,Hospital de la Venerable Orden Tercera de San Francisco de Asís,1217,"Calle San Bernabe, 13"
3974,Madrid,40.4167047,-3.7035825,15014,Hospital de Madrid,1654,"Plaza Conde del Valle de Suchil, 16"
3975,Madrid,40.4167047,-3.7035825,15014,Hm Hospitales,1766,"Jorge Juan, 19"
3976,Madrid,40.4167047,-3.7035825,15014,Instituto Provincial de Oftalmologia,1905,"Calle General Arrando, 17"
3977,Madrid,40.4167047,-3.7035825,15014,Instituto Oftálmico de Madrid,1905,"Calle General Arrando, 17"
3978,Madrid,40.4167047,-3.7035825,15014,Salus Asistencia Sanitaria,1985,"Calle Eloy Gonzalo, 19"
3979,Madrid,40.4167047,-3.7035825,15014,Vidactive,2198,"Jose Ortega y Gasset, 21"
3980,Madrid,40.4167047,-3.7035825,15014,Hospital Infantil Universitario Niño Jesús,2255,"Avenida Menéndez Pelayo, 65"
3981,Madrid,40.4167047,-3.7035825,15014,Seram- Sociedad Española de Radiología Médica,2282,Calle Alcalá 135
3982,Madrid,40.4167047,-3.7035825,15014,Fertilitas,2308,"Calle de Lope de Rueda, 17"
3983,Madrid,40.4167047,-3.7035825,15014,Nacentia,2324,"Calle Galileo, 69"
3984,Madrid,40.4167047,-3.7035825,15014,Hospital Vithas Madrid la Milagrosa,2337,"Calle de Modesto Lafuente, 14"
3985,Madrid,40.4167047,-3.7035825,15014,Clínica la Milagrosa,2337,
3986,Madrid,40.4167047,-3.7035825,15014,Consultas Externas la Milagrosa,2432,"Calle Fernández de la Hoz, 45"
3987,Madrid,40.4167047,-3.7035825,15014,Amaturum,2466,"Isaac Peral, 12"
3988,Madrid,40.4167047,-3.7035825,15014,Instituto Provincial de Psiquiatría,2601,"Calle Ibiza, 43"
3989,Madrid,40.4167047,-3.7035825,15014,Urgencias clínica Nuestra Señora del Rosario,2606,"Príncipe de Vergara N, 42"
3990,Madrid,40.4167047,-3.7035825,15014,Sanatorio Nuestra Señora del Rosario,2628,"Calle del Príncipe de Vergara, 53"
3991,Madrid,40.4167047,-3.7035825,15014,Pabellón Oncológico Principe de Asturias,2632,"Maiquez, 5-13"
3992,Madrid,40.4167047,-3.7035825,15014,Consultas Médicas Privadas,2651,"Hilarión Eslava, 55"
3993,Madrid,40.4167047,-3.7035825,15014,Hospital Materno Infantil,2681,"Calle O'Donnell, 48"
3994,Madrid,40.4167047,-3.7035825,15014,Maternidad O'Donnell,2697,"Calle O'Donnell, 50"
3995,Madrid,40.4167047,-3.7035825,15014,Instituto de Rehabilitacion Medica,2711,"Cea Bermudez, 66"
3996,Madrid,40.4167047,-3.7035825,15014,Donación de Sangre Fundación Jiménez Díaz,2737,"Avenida de los Reyes Católicos, 2"
3997,Madrid,40.4167047,-3.7035825,15014,Hospital Clínico Nuestra Señora de la Concepción,2771,"Avenida Reyes Católicos, 2"
3998,Madrid,40.4167047,-3.7035825,15014,Fundación Jiménez Díaz,2771,"Avenida Reyes Católicos, 2"
3999,Madrid,40.4167047,-3.7035825,15014,Hospital Universitario Santa Cristina,2789,"Calle Maestro Vives, 2"
4000,Madrid,40.4167047,-3.7035825,15014,Hospital General Universitario Gregorio Marañón,2799,"Calle Doctor Esquerdo, 46"
4001,Madrid,40.4167047,-3.7035825,15014,Ruber,2907,"Calle Juan Bravo, 49"
4002,Madrid,40.4167047,-3.7035825,15014,Hospital Beata Maria Ana,2946,"Calle Doctor Esquerdo, 83"
4003,Madrid,40.4167047,-3.7035825,15014,Hospital Quirón San Camilo,2819,"Juan Bravo, 39"
4004,Madrid,40.4167047,-3.7035825,15014,Interhomeservices,430,"Calle Gran Via, Nº 40"
4005,Madrid,40.4167047,-3.7035825,15014,Grupo Español de Pacientes Con Cancer,713,"Calle San Nicolas, 15"
4006,Madrid,40.4167047,-3.7035825,15014,San Francisco de Asís,1218,"Carretera de la Coruña, Km 51.500"
4007,Madrid,40.4167047,-3.7035825,15014,Clínicas Universitarias Guang An Men,1354,"Calle San Hermenegildo, 25"
4008,Madrid,40.4167047,-3.7035825,15014,Quirónsalud,1792,"Zurbarán, 28"
4009,Madrid,40.4167047,-3.7035825,15014,Direccion General de Asuntos Economicos del Ministerio de Defensa,1838,"Extremadura, Km 8,8"
4010,Madrid,40.4167047,-3.7035825,15014,Ribera Salud,1960,"Calle Nuñez de Balboa, 31"
4011,Majadahonda,40.473055,-3.8724138,15014,Centro Medico Averroes,773,"Miguel Hernandez, 19"
4012,Majadahonda,40.473055,-3.8724138,15014,Centro de Terapias el Manantial,2312,"Calle Comunidad de Andalucia, 33"
4013,Majadahonda,40.473055,-3.8724138,15014,Hospital Universitario Puerta de Hierro Majadahonda,2552,"Calle Manuel de Falla, 1"
4014,Majadahonda,40.473055,-3.8724138,15014,Otorrinolaringologia - H.Puerta de Hierro,2589,"Calle Manuel de Falla, 1"
4015,Majadahonda,40.473055,-3.8724138,15014,Saludable UP,2151,"Avenida de la Constitución, 12"
4016,Los molinos,4.55,-74.1166667,15014,Cami chircales Hospital Rafael Uribe Uribe,993,
4017,Los molinos,4.55,-74.1166667,15014,Hospital De Tunjuelito E.S.E,1354,Avenida Caracas - Calle 51 Sur
4018,Los molinos,4.55,-74.1166667,15014,Hospital De Tunjuelito E.S.E. (Nivel II),1686,Avenida Caracas - Calle 51 Sur
4019,Los molinos,4.55,-74.1166667,15014,Fundacion Hospitalaria San Carlos,2408,Carrera 12 D 32-44 S
4020,Los molinos,4.55,-74.1166667,15014,E.S.E. Hospital La Victoria III Nivel,2487,Diagonal 39 SUR
4021,Los molinos,4.55,-74.1166667,15014,Hospital San Carlos,2607,Carrera 13 28 44sur
4022,Los molinos,4.55,-74.1166667,15014,Hospital De Meissen,2635,Calle 60 G sur # 18 bis 09
4023,Los molinos,4.55,-74.1166667,15014,Uci Uss Meissen,2637,
4024,Los molinos,4.55,-74.1166667,15014,Hospital Meissen Ii Nivel E.S.E.,2644,Carrera 18 B 60 G-36 Sur
4025,Los molinos,4.55,-74.1166667,15014,Hospital El Tunal - Salas de Cirugía,2710,
4026,Los molinos,4.55,-74.1166667,15014,Hospital El Tunal,2716,Tr. 22 47 B-51 Sur
4027,Los molinos,4.55,-74.1166667,15014,Hospital El Tunal -Bogotá,2731,Tr. 22 47 B-51 Sur
4028,Los molinos,4.55,-74.1166667,15014,Hospital tunal,2756,Carrera 20 #47B 35 sur
4029,Los molinos,4.55,-74.1166667,15014,Colsubsidio Centro médico Quiroga,2955,Calle 38 Sur # 18 - 30
4030,Los molinos,4.55,-74.1166667,15014,Clínica Carlos Lleras Restrepo Iss -Bogotá,2967,Carrera 13 28-44 Sur
4031,Los molinos,4.55,-74.1166667,15014,Hospital El Tunal,4719,Tr. 22 47 B-51 Sur
4032,Los molinos,4.55,-74.1166667,15014,Unidad Materno Infantil El Carmen Hospital Tunjuelito,1445,Calle 48 B 28-80 S
4033,Los molinos,4.55,-74.1166667,15014,Cami Clinica de Medicina Interna Tunjuelito,1722,Avenida Caracas
4034,Los molinos,4.55,-74.1166667,15014,Hospital San Jorge,2433,Dg 45 Bis B S 16 B-16 Bogotá
4035,Los molinos,4.55,-74.1166667,15014,Hospital La Victoria-Bogotá,2450,Dg 39 Sur 3-20 Este
4036,Los molinos,4.55,-74.1166667,15014,Hospital La Victoria Tercer Nivel E.S.E Soci,2463,Diagonal 39 S 3-20 E
4037,Los molinos,4.55,-74.1166667,15014,Hospital La Victoria III Nivel,2478,"Diagonal 39 Sur N 3-20 Este, Bogotá"
4038,Los molinos,4.55,-74.1166667,15014,Clínica Carlos Lleras,2583,
4039,Los molinos,4.55,-74.1166667,15014,Nivel De Atencion Empresa Social Del Estado 3 Nive,2776,Carrera 20 47b-35 sur
4040,Los molinos,4.55,-74.1166667,15014,Upa La Victoriai,2795,Dg 35 E 3-00 S Bogotá
4041,Los molinos,4.55,-74.1166667,15014,Hospital Tunjuelito II Unidad de Salud Mental,2879,Calle 58 19 B-21 S Bogotá
4042,Los molinos,4.55,-74.1166667,15014,Hospital Cardiovascular Del Niño De Cundinamarc,2956,Carrera 1e 31 58 S San Mateo
4043,Mostoles,40.3238525,-3.8649214,15014,Hm Cinac,1107,"Avenida Carlos V, 70"
4044,Mostoles,40.3238525,-3.8649214,15014,Hospital Universitario HM Puerta del Sur,1118,"Avenida Carlos V, 70"
4045,Mostoles,40.3238525,-3.8649214,15014,Hospital de Móstoles,1399,"Río Júcar, 2"
4046,Mostoles,40.3238525,-3.8649214,15014,Hospital Universitario de Móstoles,1405,"Calle Río Júcar, s/n"
4047,Mostoles,40.3238525,-3.8649214,15014,Hospital Rey Juan Carlos,1749,"Calle Gladiolo, s/n"
4048,Mostoles,40.3238525,-3.8649214,15014,Hospital Sur,2487,"Calle Estambul, 30"
4049,Parla,40.2373952,-3.7718902,15014,Ariss Salud,1270,"Calle Picasso, 3"
4050,Parla,40.2373952,-3.7718902,15014,Hospital Universitario Infanta Cristina,2256,"Avenida del Nueve de Junio, 2"
4051,Parla,40.2373952,-3.7718902,15014,Hospital Infanta Cristina,1648,"Plaza Minayo, 2"
4052,Pelayos de la presa,40.3605272,-4.3334254,15014,Consultorio Pelayos de la Presa,490,"Avenida Doctor Arquitecto García Benito, 1"
4053,Pinto,40.240985,-3.7005072,15014,Aleiacenter Terapeutas,1398,"Avenida Pintor Antonio López, 18"
4054,Pozuelo de alarcon,40.4346528,-3.814834,15014,Centro de Salud San Juan de la Cruz,450,"Calle San Juan de la Cruz, s/n"
4055,Pozuelo de alarcon,40.4346528,-3.814834,15014,Mundi Medical Psicotecnicos,2245,"Calle Maria Benitez, 39"
4056,Pozuelo de alarcon,40.4346528,-3.814834,15014,Forense,2528,"Vía de las Dos Castillas, 33"
4057,Pozuelo de alarcon,40.4346528,-3.814834,15014,Grupo Hospitalario Quiron,1814,"Avenida Europa, 16"
4058,Rivas vaciamadrid,40.3536054,-3.5310879,15014,Centro de Salud la Paz,1958,"Avenida Parque de Asturias, s/n"
4059,Las rozas de madrid,40.4933095,-3.8758396,15014,Centro de Terapias el Manantial,1297,"Calle Comunidad de Andalucia, 33"
4060,Las rozas de madrid,40.4933095,-3.8758396,15014,Centro Medico Averroes,2948,"Miguel Hernandez, 19"
4061,Las rozas de madrid,40.4933095,-3.8758396,15014,Saludable UP,123,"Avenida de la Constitución, 12"
4062,Las rozas de madrid,40.4933095,-3.8758396,15014,Metodo Reabel Belleza,1596,"Pol. Industrial Europolis Calle Copenhague, 12"
4063,Las rozas de madrid,40.4933095,-3.8758396,15014,Nacersalud,2066,"Castillo de Fuensaldaña, 4"
4064,San fernando de henares,40.4248548,-3.5350369,15014,Hospital del Henares,764,
4065,San fernando de henares,40.4248548,-3.5350369,15014,ELM Equipamiento Hospitalario,2289,Avenida España 23 Bis- l
4066,San fernando de henares,40.4248548,-3.5350369,15014,Hospital del Henares,757,"Avenida Marie Curie, s/n"
4067,San fernando de henares,40.4248548,-3.5350369,15014,Ibermutuamur ASEPEYO HOSPITAL COSLADA - Centro Hospitalario,1302,"Calle de Joaquín de Cárdenas, 2"
4068,San fernando de henares,40.4248548,-3.5350369,15014,Hospital Asepeyo Coslada,1305,"Avenida de San Pablo, 31"
4069,San lorenzo de el escorial,40.5926673,-4.1471642,15014,Centro de Terapias Naturales Alfa,437,"Calle Velazquez, 26"
4070,San lorenzo de el escorial,40.5926673,-4.1471642,15014,Hospital de el Escorial,2840,"Carretera Guadarrama, Km 6,255"
4071,San lorenzo de el escorial,40.5926673,-4.1471642,15014,Cruz Rojas,2042,"Carretera Guadarrama, s/n"
4072,San sebastian de los reyes,40.5473698,-3.6260586,15014,Hospital Infanta Sofia,1765,"Avenida de Europa, 34"
4073,San sebastian de los reyes,40.5473698,-3.6260586,15014,Centro de Salud Valdelasfuentes,2120,"Dolores Ibárruri, 4"
4074,San sebastian de los reyes,40.5473698,-3.6260586,15014,Tres Culturas Visión 2004,657,"Avenida Murcia, 3"
4075,San sebastian de los reyes,40.5473698,-3.6260586,15014,Centro de dia en Alcobendas Centrosactiva,976,"Calle Isla de la Palma, 2"
4076,Torrejon de ardoz,40.4587767,-3.4793343,15014,Hospital Universitario de Torrejón,3732,"Mateo Inurria Soto de Henares, s/n"
4077,Torrejon de ardoz,40.4587767,-3.4793343,15014,Torrejon Salud,824,"Avenida Madrid, 11"
4078,Torrejon de la calzada,40.2006804,-3.7993298,15014,Hospital Universitario Infanta Cristina,2470,"Avenida del Nueve de Junio, 2"
4079,Torrelodones,40.5762809,-3.928603,15014,Hm Universitario Torrelodones,657,"Avenida Castillo de Olivares, s/n"
4080,Torrelodones,40.5762809,-3.928603,15014,Policlínico Hm Torrelodones,771,"Calle Cudillero, Nº 6"
4081,Torrelodones,40.5762809,-3.928603,15014,Gine-4,664,"Avenida Castillo de Olivares, s/n"
4082,Torrelodones,40.5762809,-3.928603,15014,Logopeda monica navarro,847,"Brezo, 8"
4083,Tres cantos,40.6065826,-3.7065333,15014,Centro de Transfusión de la Comunidad de Madrid,1045,"Avenida Democracia, s/n"
4084,Tres cantos,40.6065826,-3.7065333,15014,San Camilo,1217,"Avenida de Artesanos, 30"
4085,Tres cantos,40.6065826,-3.7065333,15014,Biomed,1663,"Calle Einstein, 3"
4086,Valdemoro,40.1888604,-3.67143,15014,Clínicas Rivera,626,"Calle Doctor Severo Ochoa, 3"
4087,Valdemoro,40.1888604,-3.67143,15014,Centro de Salud el Restón,703,"Avenida Mar Mediterráneo, 1"
4088,Valdemoro,40.1888604,-3.67143,15014,Hospital Infanta Elena,2382,"Avenida Reyes Católicos, 21"
4089,Valdemoro,40.1888604,-3.67143,15014,Idcsalud,2472,"Avenida Reyes Católicos, 21"
4090,Villa del prado,40.2764752,-4.3048032,15014,Hospital Virgen de la Poveda Consejeria Sanidad Comunidad de Madr Id,76,"Carretera Hospital, s/n"
4091,Villaviciosa de odon,40.3573787,-3.9002334,15014,Centro Medico Prosalud,324,"Calle Eras, 8"
4092,Villaviciosa de odon,40.3573787,-3.9002334,15014,Prouniversidad,2191,"Tajo, Km 4"
4093,Ajalvir,40.5342302,-3.4807818,17039,Birlache,2558,"Constitucion, 248"
4094,Ajalvir,40.5342302,-3.4807818,17039,Cargotrack,2859,"Los Frailes, 79"
4095,Ajalvir,40.5342302,-3.4807818,17039,Puertas Avenida,881,"Carretera a Torrejón Polígono Industrial Cubilete, Nº2"
4096,Ajalvir,40.5342302,-3.4807818,17039,Maria del pilar garate vieira,1793,"Cno. Ancho, 65"
4097,El alamo,40.2307296,-3.9905893,17039,A Tope,35367,"Pico Mampodre, 17"
4098,Alcala de henares,40.4818396,-3.3644973,17039,Pull & Bear,1549,"Cuesta de Teatinos, s/n"
4099,Alcala de henares,40.4818396,-3.3644973,17039,Capricho de Novia,58,"Plaza Rodríguez Marín, 2"
4100,Alcala de henares,40.4818396,-3.3644973,17039,Roberto Castro Arte en Metal,104,"Calle Cerrajeros, 20"
4101,Alcala de henares,40.4818396,-3.3644973,17039,Prénatal_Alcalá,155,"Calle Tinte, 3-5"
4102,Alcala de henares,40.4818396,-3.3644973,17039,Boutique Lavidamia,209,"Plaza Irlandeses, 4"
4103,Alcala de henares,40.4818396,-3.3644973,17039,Mawi Store,265,"Calle Mayor, 60"
4104,Alcala de henares,40.4818396,-3.3644973,17039,Street Taste Hip Hop Shop,397,"Calle Angel, 5"
4105,Alcala de henares,40.4818396,-3.3644973,17039,Mari y Adoracion,575,"Avenida Guadalajara, 10"
4106,Alcala de henares,40.4818396,-3.3644973,17039,Estilo Pontejos,582,"Calle Flores, 5"
4107,Alcala de henares,40.4818396,-3.3644973,17039,Moda Infantil Mari Carmen,1040,"Plaza España, 5"
4108,Alcala de henares,40.4818396,-3.3644973,17039,Scontium,1483,"Local, 218"
4109,Alcala de henares,40.4818396,-3.3644973,17039,Decimas Alcala de Henares Alcala Magna,1516,"Centro Comercial Alcala Magna, L-39"
4110,Alcala de henares,40.4818396,-3.3644973,17039,Sfera,1524,Calle Valentín Juara Bellot Nº4
4111,Alcala de henares,40.4818396,-3.3644973,17039,C & a,1528,"Cuesta de Teatinos, s/n"
4112,Alcala de henares,40.4818396,-3.3644973,17039,Bershka,1538,"Calle Valentin Juara Bellot, 4"
4113,Alcala de henares,40.4818396,-3.3644973,17039,Alc.hen-alcala magna,1540,"Valentin Juara Bellot, 4"
4114,Alcala de henares,40.4818396,-3.3644973,17039,Women'Secret,1561,"Calle Valentín Juara Bellot, 4"
4115,Alcala de henares,40.4818396,-3.3644973,17039,Eurofiel Confeccion,1570,"Carretera Madrid-Barcelona N-ii, Km 34"
4116,Alcala de henares,40.4818396,-3.3644973,17039,Merkal,2622,"Calle de Federico García Lorca, 29-33"
4117,Alcala de henares,40.4818396,-3.3644973,17039,Sedka novias,2991,"Avenida de Madrid, 17"
4118,Alcala de henares,40.4818396,-3.3644973,17039,Mavisel,4569,"Calle de Jamaica, 6"
4119,Alcala de henares,40.4818396,-3.3644973,17039,Joyeria America,175,"Plaza Cervantes, 36"
4120,Alcala de henares,40.4818396,-3.3644973,17039,C & a,183,"Plaza de Cervantes, 32"
4121,Alcala de henares,40.4818396,-3.3644973,17039,José Luis,222,"Calle Mayor, 61"
4122,Alcala de henares,40.4818396,-3.3644973,17039,Sanchez Gutierrez Jose Maria,281,"Calle de Tinte, 6"
4123,Alcala de henares,40.4818396,-3.3644973,17039,Teos Piel,413,"Calle Libreros, 48"
4124,Alcala de henares,40.4818396,-3.3644973,17039,Disfraces Demar,422,"Calle Río Tormes, 2"
4125,Alcala de henares,40.4818396,-3.3644973,17039,Dohana,708,"Plaza España Loc.B, 2"
4126,Alcala de henares,40.4818396,-3.3644973,17039,Etam,752,"Carretera Nacional II, Km 33"
4127,Alcala de henares,40.4818396,-3.3644973,17039,Mercado de la Confeccion,916,"Calle Lope de Vega, 7"
4128,Alcala de henares,40.4818396,-3.3644973,17039,Gofer Hogar,1036,"Calle Río Manzanares, 11"
4129,Alcala de henares,40.4818396,-3.3644973,17039,Armeria Mirabueno,1257,Calle Fernan Gonzalez 3 Bj
4130,Alcala de henares,40.4818396,-3.3644973,17039,Almacenes Granados,1272,"Avenida Reyes Católicos, 28"
4131,Alcala de henares,40.4818396,-3.3644973,17039,Pilar Carrera,1423,"Avenida Valladolid, s/n"
4132,Alcala de henares,40.4818396,-3.3644973,17039,Boston,1535,"Valentín Juara Bellot, 4"
4133,Alcala de henares,40.4818396,-3.3644973,17039,Cue Joyeros,1535,"Calle Valentín Juara Bellot, 4"
4134,Alcala de henares,40.4818396,-3.3644973,17039,Springfield,1570,"Carretera Madrid-Barcelona N-ii, Km 34"
4135,Alcala de henares,40.4818396,-3.3644973,17039,Blanco,2314,"Calle Octavio Paz, 0"
4136,Alcobendas,40.5400082,-3.6358494,17039,Álvaro Uniformes,94,"Calle Flor, 2"
4137,Alcobendas,40.5400082,-3.6358494,17039,Julia Brox,205,"Ramón Fernández Guisasola, 5"
4138,Alcobendas,40.5400082,-3.6358494,17039,Kiabi SAN SEBASTIAN de los REYES,2075,"Plaza del Comercio, 9"
4139,Alcobendas,40.5400082,-3.6358494,17039,Zara,1990,"Parque Plaza del Comercio, 11"
4140,Alcobendas,40.5400082,-3.6358494,17039,JUANA BLANCO Belleza Integral,353,"Calle de la Constitución, 48"
4141,Alcobendas,40.5400082,-3.6358494,17039,Lefties,562,"Avenida Olimpica, 9"
4142,Alcobendas,40.5400082,-3.6358494,17039,Bari Joyeria y Relojeria,814,"Avenida de Colmenar Viejo, 7"
4143,Alcobendas,40.5400082,-3.6358494,17039,H&M,2990,"Avenida Europa, 13-15"
4144,Alcobendas,40.5400082,-3.6358494,17039,Master Tennis & Paddel Academy,1445,"Avenida de Guadalix, s/n"
4145,Alcobendas,40.5400082,-3.6358494,17039,Women'Secret,1796,Plaza del Comercio Local B025
4146,Alcobendas,40.5400082,-3.6358494,17039,Celio,1859,Plaza del Comercio 11-12
4147,Alcobendas,40.5400082,-3.6358494,17039,Boboli,1866,Avenida Juncal 15-17
4148,Alcobendas,40.5400082,-3.6358494,17039,Boston,1897,"Plaza del Comercio, 11-12"
4149,Alcobendas,40.5400082,-3.6358494,17039,Antony Morato,1921,"Plaza del Comercio, 11-12"
4150,Alcobendas,40.5400082,-3.6358494,17039,Zentral Chinesse,1923,"Avenida Cno. Monte, 8"
4151,Alcobendas,40.5400082,-3.6358494,17039,TOUS Jewelry,1932,"Centro Comercial Pl. Norte, 2"
4152,Alcobendas,40.5400082,-3.6358494,17039,Bershka,1949,"Pque. Plaza del Comercio, 11"
