,Municipio,Latitud,Longitud,Categoria,Nombre del Lugar,Distancia (m),adress
1109,Chinchon,40.1408293,-3.4231474,13065,Café de la Iberia,61,"Plaza Mayor, 17"
1110,Chinchon,40.1408293,-3.4231474,13065,El Comendador,86,"Plaza Mayor, 21"
1111,Chinchon,40.1408293,-3.4231474,13065,La repesca,88,"Plaza Mayor, 27"
1112,Chinchon,40.1408293,-3.4231474,13065,Taberna Alacena,93,"Plaza Mayor, 16"
1113,Chinchon,40.1408293,-3.4231474,13065,La Taberna del Arriero,105,"Plaza Mayor, 2"
1114,Chinchon,40.1408293,-3.4231474,13065,La Dulceria de Chinchon,112,"Plaza Mayor, 1"
1115,Chinchon,40.1408293,-3.4231474,13065,El Bodegón,122,"Avenida del Generalísimo, 1"
1116,Chinchon,40.1408293,-3.4231474,13065,Restaurante Meson Conrado,131,"Calle Grande, 8"
1117,Chinchon,40.1408293,-3.4231474,13065,El Ruedo,131,"Plaza Mayor, 44"
1118,Chinchon,40.1408293,-3.4231474,13065,El Arco de Goya,134,"Plaza Mayor, 31"
1119,Chinchon,40.1408293,-3.4231474,13065,Ajofino,134,"Plaza Mayor, 32"
1120,Chinchon,40.1408293,-3.4231474,13065,Panadería Manuel Vidal,136,"Plaza Mayor, 34"
1121,Chinchon,40.1408293,-3.4231474,13065,Don Pincho,140,"Calle Grande, 11"
1122,Chinchon,40.1408293,-3.4231474,13065,Restaurante el Albero,157,"Calle Zurita, 1"
1123,Chinchon,40.1408293,-3.4231474,13065,Cuevas del Murcielago,215,"Cueva, 27"
1124,Chinchon,40.1408293,-3.4231474,13065,Destilon,351,"Plaza Hermanos Ortiz de Zárate, 1"
1125,Chinchon,40.1408293,-3.4231474,13065,Restaurante San Roque,354,"Calle Abapies, 3"
1126,Chinchon,40.1408293,-3.4231474,13065,La Plazuela,356,"Plaza Hermanos Ortiz de Zárate, 11"
1127,Chinchon,40.1408293,-3.4231474,13065,Kronos Pizza,381,"Calle Mayor, 32"
1128,Chinchon,40.1408293,-3.4231474,13065,Gran Oleada vii,382,"Calle Almillo Bajo, 25"
1129,Chinchon,40.1408293,-3.4231474,13065,Bar Ronda,458,"Travesia de los Molinos Alta, 9"
1130,Chinchon,40.1408293,-3.4231474,13065,Mesón Cuevas del Vino,485,"Calle Benito Hortelano, 13"
1131,Chinchon,40.1408293,-3.4231474,13065,Jardín de la Condesa,607,"Calle del Pozo de las Nieves, 10"
1132,Chinchon,40.1408293,-3.4231474,13065,Reposteria Llorente,638,"Calle Pozo de las Nieves, 5"
1133,Chinchon,40.1408293,-3.4231474,13065,La Estación,670,"Carretera Madrid, 7"
1134,Chinchon,40.1408293,-3.4231474,13065,Los Ochenta,686,"Carretera de Madrid, 19"
1135,Chinchon,40.1408293,-3.4231474,13065,Restaurante Asador Mi Cortijo,776,"Carretera M-311, Km 10.400"
1136,Chinchon,40.1408293,-3.4231474,13065,Restamicon,62,"Plaza Mayor, 14 Bajo"
1137,Chinchon,40.1408293,-3.4231474,13065,Bar Flor,134,"Plaza Mayor, 33"
1138,Chinchon,40.1408293,-3.4231474,13065,Chinchon Meson Restaurante,147,"Calle Grande, 16"
1139,Chinchon,40.1408293,-3.4231474,13065,El Convento,151,"Calle Huertos, 1"
1140,Chinchon,40.1408293,-3.4231474,13065,Hermatel,211,"Calle Quinones, 20"
1141,Chinchon,40.1408293,-3.4231474,13065,Hosteleria Tradicional Espanola,495,"Calle de Benito Hortelano, 13"
1142,Chinchon,40.1408293,-3.4231474,13065,Pub Tubson,553,"Calle Duque de Ahumada, s/n"
1143,Chinchon,40.1408293,-3.4231474,13065,El Mirador,640,"Col. Pilar Primo de Rivera, s/n"
1144,Ciempozuelos,40.1580087,-3.6205514,13065,La Casona,348,"Calle José María Benito Serra, 5"
1145,Ciempozuelos,40.1580087,-3.6205514,13065,La Serradora,206,"Plaza de la Constitución, 2"
1146,Ciempozuelos,40.1580087,-3.6205514,13065,Macondo,28,"Calle de San Sebastián, s/n"
1147,Ciempozuelos,40.1580087,-3.6205514,13065,Plaza Mayor,70,"Plaza Mayor, 18"
1148,Ciempozuelos,40.1580087,-3.6205514,13065,Navarrete's Bar & Grill,169,"Calle Malteros, 1"
1149,Ciempozuelos,40.1580087,-3.6205514,13065,Casa Bote,171,"Calle España, 22"
1150,Ciempozuelos,40.1580087,-3.6205514,13065,Serunion,181,"Calle de los Jardines, 1"
1151,Ciempozuelos,40.1580087,-3.6205514,13065,La Tinaja,197,"Calle Dr. Rivas, 4"
1152,Ciempozuelos,40.1580087,-3.6205514,13065,Angel Garcia de la Serna,205,"Calle del Doctor Rivas, 45"
1153,Ciempozuelos,40.1580087,-3.6205514,13065,Bar Madrid,242,"Plaza de la Constitucion, 20"
1154,Ciempozuelos,40.1580087,-3.6205514,13065,Punto Criollo,255,"Calle Capitan Antonio de Oro Pulido, 1"
1155,Ciempozuelos,40.1580087,-3.6205514,13065,Restaurante las Pirámides,288,"Calle de Ventura Rodriguez, 5"
1156,Ciempozuelos,40.1580087,-3.6205514,13065,Taberna el Rincón de Ana,289,"Plaza Ventura Rodriguez, 12"
1157,Ciempozuelos,40.1580087,-3.6205514,13065,El Rey del Pollo Asado,328,"Calle Jerónimo del Moral, 28"
1158,Ciempozuelos,40.1580087,-3.6205514,13065,Restaurante la Tortuga,369,"Paseo Estación, 3"
1159,Ciempozuelos,40.1580087,-3.6205514,13065,La Trattoria,384,"Reina Victoria, 1"
1160,Ciempozuelos,40.1580087,-3.6205514,13065,Ciempizzas,494,"Calle de San Francisco, 2"
1161,Ciempozuelos,40.1580087,-3.6205514,13065,Restaurante Ischadia,550,"Calle Jerónimo del Moral, 45"
1162,Ciempozuelos,40.1580087,-3.6205514,13065,La Gaviota,631,"Ramón y Cajal, 9"
1163,Ciempozuelos,40.1580087,-3.6205514,13065,El Chaval,712,"Manzanares, 3"
1164,Ciempozuelos,40.1580087,-3.6205514,13065,McDonald's,1145,"Calle del Cedro, 5"
1165,Ciempozuelos,40.1580087,-3.6205514,13065,Restaurante Caretos,736,"Calle Caretos, 32"
1166,Ciempozuelos,40.1580087,-3.6205514,13065,Jin Restaurante,815,"Calle Sierra Nevada, 2"
1167,Ciempozuelos,40.1580087,-3.6205514,13065,Restaurante el Campanu,2568,"Polígono Industrial Camporroso Sur Calle las Moreras, S/NParcela I Nave, 94"
1168,Ciempozuelos,40.1580087,-3.6205514,13065,100 Montaditos,144,"Plaza Mayor, 11"
1169,Ciempozuelos,40.1580087,-3.6205514,13065,Delicias de Horno,215,"Plaza de la Constitución, 8"
1170,Ciempozuelos,40.1580087,-3.6205514,13065,Volante New,254,"Type Travesia de San Sebastian, 30"
1171,Ciempozuelos,40.1580087,-3.6205514,13065,Casa Chacon,837,"Montañas de Covadonga, 4"
1172,Ciempozuelos,40.1580087,-3.6205514,13065,Cervecería las RIAS Restaurante,1280,"Calle Cedro, 8"
1173,Cobena,40.5676083,-3.5048565,13065,El Refugio,116,"Carretera Alcalá-Torrelaguna, Km 15,5"
1174,Cobena,40.5676083,-3.5048565,13065,Asador de Cobeña,169,"Bodeguillas, 5"
1175,Cobena,40.5676083,-3.5048565,13065,El Rey de Oros,163,"Carretera Alcalá-Torrelaguna, 3"
1176,Cobena,40.5676083,-3.5048565,13065,Jr,36,"Calle del Cid, 1"
1177,Cobena,40.5676083,-3.5048565,13065,El Pote,177,"Calle Olivar, 7"
1178,Cobena,40.5676083,-3.5048565,13065,Las Parrillas,185,"Carretera Alcalá-Torrelaguna, Km 16"
1179,Cobena,40.5676083,-3.5048565,13065,Herbolario Naturdietética,202,"Avenida Guadalajara, 20"
1180,Cobena,40.5676083,-3.5048565,13065,El Dos de Oros,212,"Carretera Alcala - Torrelaguna, 7"
1181,Cobena,40.5676083,-3.5048565,13065,Restaurante Chino Palacio Mandarin,2907,"Calle Oriente, 12"
1182,Cobena,40.5676083,-3.5048565,13065,Bar la Alegria,2965,Felix Rodriguez de la Fuente Nº11
1183,Cobena,40.5676083,-3.5048565,13065,La Cueva de los Piratas,811,"Bronce, 2"
1184,Collado mediano,40.6943707,-4.0247212,13065,Restaurante el Rincón de la Abuela,1133,"Paseo Alfredo Carneros, 3"
1185,Collado mediano,40.6943707,-4.0247212,13065,A Xantar,79,"Calle de la Audiencia, 7"
1186,Collado mediano,40.6943707,-4.0247212,13065,Cafeteria Rubio,89,"Calle Audiencia, 3"
1187,Collado mediano,40.6943707,-4.0247212,13065,Restaurante el Castillo,278,"Calle la Solana, 16"
1188,Collado mediano,40.6943707,-4.0247212,13065,Restaurante Mesta,495,"Calle Real, 58"
1189,Collado mediano,40.6943707,-4.0247212,13065,Tapería Olé,908,"Calle Real, 84"
1190,Collado mediano,40.6943707,-4.0247212,13065,Restaurante Koma,1846,"Paseo Rosales, 48"
1191,Collado mediano,40.6943707,-4.0247212,13065,Las Comadres,121,"Plaza de la Herrería, 3"
1192,Collado mediano,40.6943707,-4.0247212,13065,Alanda Restauracion,132,"Calle Siete Picos Ub Reajo de, 96"
1193,Collado mediano,40.6943707,-4.0247212,13065,Restaurante Bar Olé,908,"Calle Real, 84"
1194,Collado villalba,40.6431496,-3.9930128,13065,La Vaqueria,175,"Calle Fuente del Álamo, 6"
1195,Collado villalba,40.6431496,-3.9930128,13065,El Límite Rock Bar,2154,"Calle Cervantes, 9"
1196,Collado villalba,40.6431496,-3.9930128,13065,Mesón Fresor,658,"Urbanización la Cerca, 26"
1197,Collado villalba,40.6431496,-3.9930128,13065,La Espiga de Oro,393,"Calle Lola Gaos, s/n"
1198,Collado villalba,40.6431496,-3.9930128,13065,El Gallinero,1200,"Carretera de Navacerrada, Km 0,6"
1199,Collado villalba,40.6431496,-3.9930128,13065,Entrevias Casa Isidro,2583,"Calle Entrevias, 9"
1200,Collado villalba,40.6431496,-3.9930128,13065,Pizza Hut,2191,"Avenida Juan Carlos I, 46"
1201,Collado villalba,40.6431496,-3.9930128,13065,Casa Serafin,74,"Calle Libertad, 21"
1202,Collado villalba,40.6431496,-3.9930128,13065,Cuore,155,"Plaza Cuatro Caños, 14A"
1203,Collado villalba,40.6431496,-3.9930128,13065,El Raso,166,"Plaza el Escorial, 3"
1204,Collado villalba,40.6431496,-3.9930128,13065,La Rosa,231,"Fuente del Álamo, 20"
1205,Collado villalba,40.6431496,-3.9930128,13065,The American Dream,1464,"Avenida Juan Carlos I, 1"
1206,Collado villalba,40.6431496,-3.9930128,13065,Kandrak,741,"Calle Peñalara, 1"
1207,Collado villalba,40.6431496,-3.9930128,13065,Fuentepizarro,1080,"Calle Canto Gordo, s/n"
1208,Collado villalba,40.6431496,-3.9930128,13065,Entre Bambalinas,1275,"Calle Anastasio Nieto, 10"
1209,Collado villalba,40.6431496,-3.9930128,13065,Burger King,1946,"Calle Cañada Real, s/n"
1210,Collado villalba,40.6431496,-3.9930128,13065,Tea & Chocolat,1727,"Calle de la Batalla de Bailén, 1"
1211,Collado villalba,40.6431496,-3.9930128,13065,Cafeterias Taher,1528,"Calle Real, 82"
1212,Collado villalba,40.6431496,-3.9930128,13065,Jamaica,1540,"Calle Rincón de las Heras, 1"
1213,Collado villalba,40.6431496,-3.9930128,13065,VIPS Planetocio Villalba,2208,"Avenida Juan Carlos I, 46"
1214,Collado villalba,40.6431496,-3.9930128,13065,La Sureña,2181,"Avenida de Juan Carlos I, 46"
1215,Collado villalba,40.6431496,-3.9930128,13065,Teleperrito,1669,"Calle Honorio Lozano, 25"
1216,Collado villalba,40.6431496,-3.9930128,13065,La Sirena,1679,"Honorio Lozano, 57"
1217,Collado villalba,40.6431496,-3.9930128,13065,Il Gelato,1727,"Calle Batalla de Bailén, 1"
1218,Collado villalba,40.6431496,-3.9930128,13065,Agarimo,1729,"Juan Carlos I, 45"
1219,Collado villalba,40.6431496,-3.9930128,13065,Go! Sushing,1765,"Calle Batalla de Bailén, 17"
1220,Collado villalba,40.6431496,-3.9930128,13065,Al Punto Burger & Beer,1797,"Calle Real, 51"
1221,Collado villalba,40.6431496,-3.9930128,13065,La Masía,1825,"Plaza de la Sierra, s/n"
1222,Collado villalba,40.6431496,-3.9930128,13065,La Taberna de Lola,1833,"Venta, 41"
1223,Collado villalba,40.6431496,-3.9930128,13065,Mesón de Mariano,1846,"Calle Alejandro Alonso Pena, 7"
1224,Collado villalba,40.6431496,-3.9930128,13065,Sabor de la India,1878,"Calle Real, 34"
1225,Collado villalba,40.6431496,-3.9930128,13065,Tradicionarius,1930,"Calle Virgen del Pilar, 8"
1226,Collado villalba,40.6431496,-3.9930128,13065,Casa Gallega,1953,"Virgen del Pilar, 4"
1227,Collado villalba,40.6431496,-3.9930128,13065,Restaurante el Fogón del Parque,1969,"Calle de Gertrudis Gómez de Avellaneda, 11"
1228,Collado villalba,40.6431496,-3.9930128,13065,La Gaditana,1692,"Cno. Berrocal, 2"
1229,Collado villalba,40.6431496,-3.9930128,13065,Tasty Poke Bar,2169,"Calle Central, 46"
1230,Collado villalba,40.6431496,-3.9930128,13065,Barquin,2182,"Calle Real, 1"
1231,Collado villalba,40.6431496,-3.9930128,13065,Kebab el Yaaqoubi,2185,"Calle Pardo de Santallana, 9"
1232,Collado villalba,40.6431496,-3.9930128,13065,Mi Meson Casa Domingo,2200,"Plaza Estación, 2"
1233,Collado villalba,40.6431496,-3.9930128,13065,Galizia Asador,2211,"Calle Romeral, 3"
1234,Collado villalba,40.6431496,-3.9930128,13065,Deshollinadores de Madrid,2218,"Calle Monte Redondo, 12"
